,code,var_name
7583,30142106921,"Administrative population register Employment-to-population ratio by age, 15+, rural areas Male"
7584,30142106931,"Administrative population register Employment-to-population ratio by age, 15+, rural areas Female"
7585,31025159,Nutrient nitrogen N (total) Use per area of cropland
7586,31035159,Nutrient phosphate P2O5 (total) Use per area of cropland
7587,31045159,Nutrient potash K2O (total) Use per area of cropland
7588,2215531,"Almonds, with shell Producer Price (SLC/tonne)"
7589,2215539,"Almonds, with shell Producer Price Index (2014-2016 = 100)"
7590,7115539,"Anise, badian, fennel, coriander Producer Price Index (2014-2016 = 100)"
7591,5155531,Apples Producer Price (SLC/tonne)
7592,5155539,Apples Producer Price Index (2014-2016 = 100)
7593,5265531,Apricots Producer Price (SLC/tonne)
7594,5265539,Apricots Producer Price Index (2014-2016 = 100)
7595,445531,Barley Producer Price (SLC/tonne)
7596,445539,Barley Producer Price Index (2014-2016 = 100)
7597,7675531,Cotton lint Producer Price (SLC/tonne)
7598,7675539,Cotton lint Producer Price Index (2014-2016 = 100)
7599,3295539,Cottonseed Producer Price Index (2014-2016 = 100)
7600,10625531,"Eggs, hen, in shell Producer Price (SLC/tonne)"
7601,10625539,"Eggs, hen, in shell Producer Price Index (2014-2016 = 100)"
7602,5695539,Figs Producer Price Index (2014-2016 = 100)
7603,5125539,"Fruit, citrus nes Producer Price Index (2014-2016 = 100)"
7604,5415539,"Fruit, stone nes Producer Price Index (2014-2016 = 100)"
7605,5605531,Grapes Producer Price (SLC/tonne)
7606,5605539,Grapes Producer Price Index (2014-2016 = 100)
7607,11825539,"Honey, natural Producer Price Index (2014-2016 = 100)"
7608,3335539,Linseed Producer Price Index (2014-2016 = 100)
7609,565531,Maize Producer Price (SLC/tonne)
7610,565539,Maize Producer Price Index (2014-2016 = 100)
7611,11385539,"Meat live weight, camel Producer Price Index (2014-2016 = 100)"
7612,9455531,"Meat live weight, cattle Producer Price (SLC/tonne)"
7613,9455539,"Meat live weight, cattle Producer Price Index (2014-2016 = 100)"
7614,10955539,"Meat live weight, chicken Producer Price Index (2014-2016 = 100)"
7615,10335539,"Meat live weight, goat Producer Price Index (2014-2016 = 100)"
7616,10135531,"Meat live weight, sheep Producer Price (SLC/tonne)"
7617,10135539,"Meat live weight, sheep Producer Price Index (2014-2016 = 100)"
7618,11275539,"Meat, camel Producer Price Index (2014-2016 = 100)"
7619,8675539,"Meat, cattle Producer Price Index (2014-2016 = 100)"
7620,10585539,"Meat, chicken Producer Price Index (2014-2016 = 100)"
7621,11635539,"Meat, game Producer Price Index (2014-2016 = 100)"
7622,10175539,"Meat, goat Producer Price Index (2014-2016 = 100)"
7623,9775539,"Meat, sheep Producer Price Index (2014-2016 = 100)"
7624,5685531,"Melons, other (inc.cantaloupes) Producer Price (SLC/tonne)"
7625,5685539,"Melons, other (inc.cantaloupes) Producer Price Index (2014-2016 = 100)"
7626,11305539,"Milk, whole fresh camel Producer Price Index (2014-2016 = 100)"
7627,8825539,"Milk, whole fresh cow Producer Price Index (2014-2016 = 100)"
7628,10205539,"Milk, whole fresh goat Producer Price Index (2014-2016 = 100)"
7629,9825531,"Milk, whole fresh sheep Producer Price (SLC/tonne)"
7630,9825539,"Milk, whole fresh sheep Producer Price Index (2014-2016 = 100)"
7631,795539,Millet Producer Price Index (2014-2016 = 100)
7632,2345539,Nuts nes Producer Price Index (2014-2016 = 100)
7633,2605539,Olives Producer Price Index (2014-2016 = 100)
7634,4905531,Oranges Producer Price (SLC/tonne)
7635,4905539,Oranges Producer Price Index (2014-2016 = 100)
7636,5345531,Peaches and nectarines Producer Price (SLC/tonne)
7637,5345539,Peaches and nectarines Producer Price Index (2014-2016 = 100)
7638,5215539,Pears Producer Price Index (2014-2016 = 100)
7639,2235531,Pistachios Producer Price (SLC/tonne)
7640,2235539,Pistachios Producer Price Index (2014-2016 = 100)
7641,5365531,Plums and sloes Producer Price (SLC/tonne)
7642,5365539,Plums and sloes Producer Price Index (2014-2016 = 100)
7643,1165531,Potatoes Producer Price (SLC/tonne)
7644,1165539,Potatoes Producer Price Index (2014-2016 = 100)
7645,2115539,Pulses nes Producer Price Index (2014-2016 = 100)
7646,275531,"Rice, paddy Producer Price (SLC/tonne)"
7647,275539,"Rice, paddy Producer Price Index (2014-2016 = 100)"
7648,3285539,Seed cotton Producer Price Index (2014-2016 = 100)
7649,2895539,Sesame seed Producer Price Index (2014-2016 = 100)
7650,11855539,"Silk-worm cocoons, reelable Producer Price Index (2014-2016 = 100)"
7651,1565539,Sugar cane Producer Price Index (2014-2016 = 100)
7652,2675539,Sunflower seed Producer Price Index (2014-2016 = 100)
7653,2225531,"Walnuts, with shell Producer Price (SLC/tonne)"
7654,2225539,"Walnuts, with shell Producer Price Index (2014-2016 = 100)"
7655,5675531,Watermelons Producer Price (SLC/tonne)
7656,5675539,Watermelons Producer Price Index (2014-2016 = 100)
7657,155531,Wheat Producer Price (SLC/tonne)
7658,155539,Wheat Producer Price Index (2014-2016 = 100)
7659,9875531,"Wool, greasy Producer Price (SLC/tonne)"
7660,9875539,"Wool, greasy Producer Price Index (2014-2016 = 100)"
7661,20515539,Agriculture Producer Price Index (2014-2016 = 100)
7662,17175539,"Cereals, Total Producer Price Index (2014-2016 = 100)"
7663,18045539,"Citrus Fruit, Total Producer Price Index (2014-2016 = 100)"
7664,18145539,"Coarse Grain, Total Producer Price Index (2014-2016 = 100)"
7665,17835539,Eggs Primary Producer Price Index (2014-2016 = 100)
7666,17535539,Fibre Crops Primary Producer Price Index (2014-2016 = 100)
7667,18015539,"Fruit excl Melons, Total Producer Price Index (2014-2016 = 100)"
7668,17385539,Fruit Primary Producer Price Index (2014-2016 = 100)
7669,20445539,Livestock Producer Price Index (2014-2016 = 100)
7670,17655539,"Meat, Total Producer Price Index (2014-2016 = 100)"
7671,17805539,"Milk, Total Producer Price Index (2014-2016 = 100)"
7672,17325539,"Oilcrops, Oil Equivalent Producer Price Index (2014-2016 = 100)"
7673,17265539,"Pulses, Total Producer Price Index (2014-2016 = 100)"
7674,17205539,"Roots and Tubers, Total Producer Price Index (2014-2016 = 100)"
7675,17295539,"Treenuts, Total Producer Price Index (2014-2016 = 100)"
7676,18005539,"Vegetables&Melons, Total Producer Price Index (2014-2016 = 100)"
7677,5155532,Apples Producer Price (USD/tonne)
7678,5265532,Apricots Producer Price (USD/tonne)
7679,445532,Barley Producer Price (USD/tonne)
7680,1765531,"Beans, dry Producer Price (SLC/tonne)"
7681,1765532,"Beans, dry Producer Price (USD/tonne)"
7682,1765539,"Beans, dry Producer Price Index (2014-2016 = 100)"
7683,4145531,"Beans, green Producer Price (SLC/tonne)"
7684,4145532,"Beans, green Producer Price (USD/tonne)"
7685,4145539,"Beans, green Producer Price Index (2014-2016 = 100)"
7686,1815539,"Broad beans, horse beans, dry Producer Price Index (2014-2016 = 100)"
7687,3585531,Cabbages and other brassicas Producer Price (SLC/tonne)
7688,3585532,Cabbages and other brassicas Producer Price (USD/tonne)
7689,3585539,Cabbages and other brassicas Producer Price Index (2014-2016 = 100)
7690,4265531,Carrots and turnips Producer Price (SLC/tonne)
7691,4265532,Carrots and turnips Producer Price (USD/tonne)
7692,4265539,Carrots and turnips Producer Price Index (2014-2016 = 100)
7693,3935531,Cauliflowers and broccoli Producer Price (SLC/tonne)
7694,3935532,Cauliflowers and broccoli Producer Price (USD/tonne)
7695,3935539,Cauliflowers and broccoli Producer Price Index (2014-2016 = 100)
7696,5315531,Cherries Producer Price (SLC/tonne)
7697,5315532,Cherries Producer Price (USD/tonne)
7698,5315539,Cherries Producer Price Index (2014-2016 = 100)
7699,5305539,"Cherries, sour Producer Price Index (2014-2016 = 100)"
7700,2205531,Chestnut Producer Price (SLC/tonne)
7701,2205532,Chestnut Producer Price (USD/tonne)
7702,2205539,Chestnut Producer Price Index (2014-2016 = 100)
7703,4015531,"Chillies and peppers, green Producer Price (SLC/tonne)"
7704,4015532,"Chillies and peppers, green Producer Price (USD/tonne)"
7705,4015539,"Chillies and peppers, green Producer Price Index (2014-2016 = 100)"
7706,3975531,Cucumbers and gherkins Producer Price (SLC/tonne)
7707,3975532,Cucumbers and gherkins Producer Price (USD/tonne)
7708,3975539,Cucumbers and gherkins Producer Price Index (2014-2016 = 100)
7709,5775531,Dates Producer Price (SLC/tonne)
7710,5775532,Dates Producer Price (USD/tonne)
7711,5775539,Dates Producer Price Index (2014-2016 = 100)
7712,3995531,Eggplants (aubergines) Producer Price (SLC/tonne)
7713,3995532,Eggplants (aubergines) Producer Price (USD/tonne)
7714,3995539,Eggplants (aubergines) Producer Price Index (2014-2016 = 100)
7715,10625532,"Eggs, hen, in shell Producer Price (USD/tonne)"
7716,5695531,Figs Producer Price (SLC/tonne)
7717,5695532,Figs Producer Price (USD/tonne)
7718,6195531,"Fruit, fresh nes Producer Price (SLC/tonne)"
7719,6195532,"Fruit, fresh nes Producer Price (USD/tonne)"
7720,6195539,"Fruit, fresh nes Producer Price Index (2014-2016 = 100)"
7721,4065531,Garlic Producer Price (SLC/tonne)
7722,4065532,Garlic Producer Price (USD/tonne)
7723,4065539,Garlic Producer Price Index (2014-2016 = 100)
7724,5605532,Grapes Producer Price (USD/tonne)
7725,11825531,"Honey, natural Producer Price (SLC/tonne)"
7726,11825532,"Honey, natural Producer Price (USD/tonne)"
7727,6775539,Hops Producer Price Index (2014-2016 = 100)
7728,4075530,"Leeks, other alliaceous vegetables Producer Price (LCU/tonne)"
7729,4075531,"Leeks, other alliaceous vegetables Producer Price (SLC/tonne)"
7730,4075532,"Leeks, other alliaceous vegetables Producer Price (USD/tonne)"
7731,4075539,"Leeks, other alliaceous vegetables Producer Price Index (2014-2016 = 100)"
7732,4975531,Lemons and limes Producer Price (SLC/tonne)
7733,4975532,Lemons and limes Producer Price (USD/tonne)
7734,4975539,Lemons and limes Producer Price Index (2014-2016 = 100)
7735,3725531,Lettuce and chicory Producer Price (SLC/tonne)
7736,3725532,Lettuce and chicory Producer Price (USD/tonne)
7737,3725539,Lettuce and chicory Producer Price Index (2014-2016 = 100)
7738,565532,Maize Producer Price (USD/tonne)
7739,9455532,"Meat live weight, cattle Producer Price (USD/tonne)"
7740,10955531,"Meat live weight, chicken Producer Price (SLC/tonne)"
7741,10955532,"Meat live weight, chicken Producer Price (USD/tonne)"
7742,10715531,"Meat live weight, duck Producer Price (SLC/tonne)"
7743,10715532,"Meat live weight, duck Producer Price (USD/tonne)"
7744,10715539,"Meat live weight, duck Producer Price Index (2014-2016 = 100)"
7745,10335531,"Meat live weight, goat Producer Price (SLC/tonne)"
7746,10335532,"Meat live weight, goat Producer Price (USD/tonne)"
7747,10785531,"Meat live weight, goose Producer Price (SLC/tonne)"
7748,10785532,"Meat live weight, goose Producer Price (USD/tonne)"
7749,10785539,"Meat live weight, goose Producer Price Index (2014-2016 = 100)"
7750,10565531,"Meat live weight, pig Producer Price (SLC/tonne)"
7751,10565532,"Meat live weight, pig Producer Price (USD/tonne)"
7752,10565539,"Meat live weight, pig Producer Price Index (2014-2016 = 100)"
7753,10135532,"Meat live weight, sheep Producer Price (USD/tonne)"
7754,10885531,"Meat live weight, turkey Producer Price (SLC/tonne)"
7755,10885532,"Meat live weight, turkey Producer Price (USD/tonne)"
7756,10885539,"Meat live weight, turkey Producer Price Index (2014-2016 = 100)"
7757,8675530,"Meat, cattle Producer Price (LCU/tonne)"
7758,8675531,"Meat, cattle Producer Price (SLC/tonne)"
7759,8675532,"Meat, cattle Producer Price (USD/tonne)"
7760,10585530,"Meat, chicken Producer Price (LCU/tonne)"
7761,10585531,"Meat, chicken Producer Price (SLC/tonne)"
7762,10585532,"Meat, chicken Producer Price (USD/tonne)"
7763,10175530,"Meat, goat Producer Price (LCU/tonne)"
7764,10175531,"Meat, goat Producer Price (SLC/tonne)"
7765,10175532,"Meat, goat Producer Price (USD/tonne)"
7766,10355530,"Meat, pig Producer Price (LCU/tonne)"
7767,10355531,"Meat, pig Producer Price (SLC/tonne)"
7768,10355532,"Meat, pig Producer Price (USD/tonne)"
7769,10355539,"Meat, pig Producer Price Index (2014-2016 = 100)"
7770,9775530,"Meat, sheep Producer Price (LCU/tonne)"
7771,9775531,"Meat, sheep Producer Price (SLC/tonne)"
7772,9775532,"Meat, sheep Producer Price (USD/tonne)"
7773,10805530,"Meat, turkey Producer Price (LCU/tonne)"
7774,10805531,"Meat, turkey Producer Price (SLC/tonne)"
7775,10805532,"Meat, turkey Producer Price (USD/tonne)"
7776,10805539,"Meat, turkey Producer Price Index (2014-2016 = 100)"
7777,5685532,"Melons, other (inc.cantaloupes) Producer Price (USD/tonne)"
7778,9515539,"Milk, whole fresh buffalo Producer Price Index (2014-2016 = 100)"
7779,8825531,"Milk, whole fresh cow Producer Price (SLC/tonne)"
7780,8825532,"Milk, whole fresh cow Producer Price (USD/tonne)"
7781,10205531,"Milk, whole fresh goat Producer Price (SLC/tonne)"
7782,10205532,"Milk, whole fresh goat Producer Price (USD/tonne)"
7783,9825532,"Milk, whole fresh sheep Producer Price (USD/tonne)"
7784,4495539,Mushrooms and truffles Producer Price Index (2014-2016 = 100)
7785,2345531,Nuts nes Producer Price (SLC/tonne)
7786,2345532,Nuts nes Producer Price (USD/tonne)
7787,755531,Oats Producer Price (SLC/tonne)
7788,755532,Oats Producer Price (USD/tonne)
7789,755539,Oats Producer Price Index (2014-2016 = 100)
7790,4305531,Okra Producer Price (SLC/tonne)
7791,4305532,Okra Producer Price (USD/tonne)
7792,4305539,Okra Producer Price Index (2014-2016 = 100)
7793,2605531,Olives Producer Price (SLC/tonne)
7794,2605532,Olives Producer Price (USD/tonne)
7795,4035531,"Onions, dry Producer Price (SLC/tonne)"
7796,4035532,"Onions, dry Producer Price (USD/tonne)"
7797,4035539,"Onions, dry Producer Price Index (2014-2016 = 100)"
7798,4025531,"Onions, shallots, green Producer Price (SLC/tonne)"
7799,4025532,"Onions, shallots, green Producer Price (USD/tonne)"
7800,4025539,"Onions, shallots, green Producer Price Index (2014-2016 = 100)"
7801,4905532,Oranges Producer Price (USD/tonne)
7802,5345532,Peaches and nectarines Producer Price (USD/tonne)
7803,5215531,Pears Producer Price (SLC/tonne)
7804,5215532,Pears Producer Price (USD/tonne)
7805,1875531,"Peas, dry Producer Price (SLC/tonne)"
7806,1875532,"Peas, dry Producer Price (USD/tonne)"
7807,1875539,"Peas, dry Producer Price Index (2014-2016 = 100)"
7808,4175531,"Peas, green Producer Price (SLC/tonne)"
7809,4175532,"Peas, green Producer Price (USD/tonne)"
7810,4175539,"Peas, green Producer Price Index (2014-2016 = 100)"
7811,5365532,Plums and sloes Producer Price (USD/tonne)
7812,1165532,Potatoes Producer Price (USD/tonne)
7813,3945531,"Pumpkins, squash and gourds Producer Price (SLC/tonne)"
7814,3945532,"Pumpkins, squash and gourds Producer Price (USD/tonne)"
7815,3945539,"Pumpkins, squash and gourds Producer Price Index (2014-2016 = 100)"
7816,5235531,Quinces Producer Price (SLC/tonne)
7817,5235532,Quinces Producer Price (USD/tonne)
7818,5235539,Quinces Producer Price Index (2014-2016 = 100)
7819,275532,"Rice, paddy Producer Price (USD/tonne)"
7820,715531,Rye Producer Price (SLC/tonne)
7821,715532,Rye Producer Price (USD/tonne)
7822,715539,Rye Producer Price Index (2014-2016 = 100)
7823,835539,Sorghum Producer Price Index (2014-2016 = 100)
7824,2365531,Soybeans Producer Price (SLC/tonne)
7825,2365532,Soybeans Producer Price (USD/tonne)
7826,2365539,Soybeans Producer Price Index (2014-2016 = 100)
7827,7235539,Spices nes Producer Price Index (2014-2016 = 100)
7828,3735531,Spinach Producer Price (SLC/tonne)
7829,3735532,Spinach Producer Price (USD/tonne)
7830,3735539,Spinach Producer Price Index (2014-2016 = 100)
7831,1575539,Sugar beet Producer Price Index (2014-2016 = 100)
7832,2675531,Sunflower seed Producer Price (SLC/tonne)
7833,2675532,Sunflower seed Producer Price (USD/tonne)
7834,4955531,"Tangerines, mandarins, clementines, satsumas Producer Price (SLC/tonne)"
7835,4955532,"Tangerines, mandarins, clementines, satsumas Producer Price (USD/tonne)"
7836,4955539,"Tangerines, mandarins, clementines, satsumas Producer Price Index (2014-2016 = 100)"
7837,8265531,"Tobacco, unmanufactured Producer Price (SLC/tonne)"
7838,8265532,"Tobacco, unmanufactured Producer Price (USD/tonne)"
7839,8265539,"Tobacco, unmanufactured Producer Price Index (2014-2016 = 100)"
7840,3885531,Tomatoes Producer Price (SLC/tonne)
7841,3885532,Tomatoes Producer Price (USD/tonne)
7842,3885539,Tomatoes Producer Price Index (2014-2016 = 100)
7843,4635531,"Vegetables, fresh nes Producer Price (SLC/tonne)"
7844,4635532,"Vegetables, fresh nes Producer Price (USD/tonne)"
7845,4635539,"Vegetables, fresh nes Producer Price Index (2014-2016 = 100)"
7846,4205531,"Vegetables, leguminous nes Producer Price (SLC/tonne)"
7847,4205532,"Vegetables, leguminous nes Producer Price (USD/tonne)"
7848,4205539,"Vegetables, leguminous nes Producer Price Index (2014-2016 = 100)"
7849,2055539,Vetches Producer Price Index (2014-2016 = 100)
7850,5675532,Watermelons Producer Price (USD/tonne)
7851,155532,Wheat Producer Price (USD/tonne)
7852,9875532,"Wool, greasy Producer Price (USD/tonne)"
7853,17355539,Vegetables Primary Producer Price Index (2014-2016 = 100)
7854,3665531,Artichokes Producer Price (SLC/tonne)
7855,3665532,Artichokes Producer Price (USD/tonne)
7856,3665539,Artichokes Producer Price Index (2014-2016 = 100)
7857,1815531,"Broad beans, horse beans, dry Producer Price (SLC/tonne)"
7858,1815532,"Broad beans, horse beans, dry Producer Price (USD/tonne)"
7859,4615539,Carobs Producer Price Index (2014-2016 = 100)
7860,1915531,Chick peas Producer Price (SLC/tonne)
7861,1915532,Chick peas Producer Price (USD/tonne)
7862,1915539,Chick peas Producer Price Index (2014-2016 = 100)
7863,6895531,"Chillies and peppers, dry Producer Price (SLC/tonne)"
7864,6895532,"Chillies and peppers, dry Producer Price (USD/tonne)"
7865,6895539,"Chillies and peppers, dry Producer Price Index (2014-2016 = 100)"
7866,5125531,"Fruit, citrus nes Producer Price (SLC/tonne)"
7867,5125532,"Fruit, citrus nes Producer Price (USD/tonne)"
7868,5075539,Grapefruit (inc. pomelos) Producer Price Index (2014-2016 = 100)
7869,2425539,"Groundnuts, with shell Producer Price Index (2014-2016 = 100)"
7870,2015531,Lentils Producer Price (SLC/tonne)
7871,2015532,Lentils Producer Price (USD/tonne)
7872,2015539,Lentils Producer Price Index (2014-2016 = 100)
7873,11215539,"Meat live weight, horse Producer Price Index (2014-2016 = 100)"
7874,11455539,"Meat live weight, rabbit Producer Price Index (2014-2016 = 100)"
7875,11275530,"Meat, camel Producer Price (LCU/tonne)"
7876,11275531,"Meat, camel Producer Price (SLC/tonne)"
7877,11275532,"Meat, camel Producer Price (USD/tonne)"
7878,10975539,"Meat, horse Producer Price Index (2014-2016 = 100)"
7879,11415539,"Meat, rabbit Producer Price Index (2014-2016 = 100)"
7880,2115531,Pulses nes Producer Price (SLC/tonne)
7881,2115532,Pulses nes Producer Price (USD/tonne)
7882,2705539,Rapeseed Producer Price Index (2014-2016 = 100)
7883,3285531,Seed cotton Producer Price (SLC/tonne)
7884,3285532,Seed cotton Producer Price (USD/tonne)
7885,835531,Sorghum Producer Price (SLC/tonne)
7886,835532,Sorghum Producer Price (USD/tonne)
7887,975531,Triticale Producer Price (SLC/tonne)
7888,975532,Triticale Producer Price (USD/tonne)
7889,975539,Triticale Producer Price Index (2014-2016 = 100)
7890,2055531,Vetches Producer Price (SLC/tonne)
7891,2055532,Vetches Producer Price (USD/tonne)
7892,5725531,Avocados Producer Price (SLC/tonne)
7893,5725532,Avocados Producer Price (USD/tonne)
7894,5725539,Avocados Producer Price Index (2014-2016 = 100)
7895,4865531,Bananas Producer Price (SLC/tonne)
7896,4865532,Bananas Producer Price (USD/tonne)
7897,4865539,Bananas Producer Price Index (2014-2016 = 100)
7898,1255531,Cassava Producer Price (SLC/tonne)
7899,1255532,Cassava Producer Price (USD/tonne)
7900,1255539,Cassava Producer Price Index (2014-2016 = 100)
7901,6565531,"Coffee, green Producer Price (SLC/tonne)"
7902,6565532,"Coffee, green Producer Price (USD/tonne)"
7903,6565539,"Coffee, green Producer Price Index (2014-2016 = 100)"
7904,2425531,"Groundnuts, with shell Producer Price (SLC/tonne)"
7905,2425532,"Groundnuts, with shell Producer Price (USD/tonne)"
7906,5715531,"Mangoes, mangosteens, guavas Producer Price (SLC/tonne)"
7907,5715532,"Mangoes, mangosteens, guavas Producer Price (USD/tonne)"
7908,5715539,"Mangoes, mangosteens, guavas Producer Price Index (2014-2016 = 100)"
7909,795531,Millet Producer Price (SLC/tonne)
7910,795532,Millet Producer Price (USD/tonne)
7911,5745531,Pineapples Producer Price (SLC/tonne)
7912,5745532,Pineapples Producer Price (USD/tonne)
7913,5745539,Pineapples Producer Price Index (2014-2016 = 100)
7914,1225531,Sweet potatoes Producer Price (SLC/tonne)
7915,1225532,Sweet potatoes Producer Price (USD/tonne)
7916,1225539,Sweet potatoes Producer Price Index (2014-2016 = 100)
7917,1375531,Yams Producer Price (SLC/tonne)
7918,1375532,Yams Producer Price (USD/tonne)
7919,1375539,Yams Producer Price Index (2014-2016 = 100)
7920,7115531,"Anise, badian, fennel, coriander Producer Price (SLC/tonne)"
7921,7115532,"Anise, badian, fennel, coriander Producer Price (USD/tonne)"
7922,3675531,Asparagus Producer Price (SLC/tonne)
7923,3675532,Asparagus Producer Price (USD/tonne)
7924,4845530,Bananas Cavendish Producer Price (LCU/tonne)
7925,11835531,Beeswax Producer Price (SLC/tonne)
7926,11835532,Beeswax Producer Price (USD/tonne)
7927,11835539,Beeswax Producer Price Index (2014-2016 = 100)
7928,1015531,Canary seed Producer Price (SLC/tonne)
7929,1015532,Canary seed Producer Price (USD/tonne)
7930,1015539,Canary seed Producer Price Index (2014-2016 = 100)
7931,1085539,Cereals nes Producer Price Index (2014-2016 = 100)
7932,7675532,Cotton lint Producer Price (USD/tonne)
7933,8215539,Fibre crops nes Producer Price Index (2014-2016 = 100)
7934,7735539,Flax fibre and tow Producer Price Index (2014-2016 = 100)
7935,5075531,Grapefruit (inc. pomelos) Producer Price (SLC/tonne)
7936,5075532,Grapefruit (inc. pomelos) Producer Price (USD/tonne)
7937,3335531,Linseed Producer Price (SLC/tonne)
7938,3335532,Linseed Producer Price (USD/tonne)
7939,2105539,Lupins Producer Price Index (2014-2016 = 100)
7940,6715531,Maté Producer Price (SLC/tonne)
7941,6715532,Maté Producer Price (USD/tonne)
7942,6715539,Maté Producer Price Index (2014-2016 = 100)
7943,11215531,"Meat live weight, horse Producer Price (SLC/tonne)"
7944,11215532,"Meat live weight, horse Producer Price (USD/tonne)"
7945,11455531,"Meat live weight, rabbit Producer Price (SLC/tonne)"
7946,11455532,"Meat live weight, rabbit Producer Price (USD/tonne)"
7947,10695539,"Meat, duck Producer Price Index (2014-2016 = 100)"
7948,10735539,"Meat, goose and guinea fowl Producer Price Index (2014-2016 = 100)"
7949,10975530,"Meat, horse Producer Price (LCU/tonne)"
7950,10975531,"Meat, horse Producer Price (SLC/tonne)"
7951,10975532,"Meat, horse Producer Price (USD/tonne)"
7952,11415530,"Meat, rabbit Producer Price (LCU/tonne)"
7953,11415531,"Meat, rabbit Producer Price (SLC/tonne)"
7954,11415532,"Meat, rabbit Producer Price (USD/tonne)"
7955,3395539,Oilseeds nes Producer Price Index (2014-2016 = 100)
7956,6005539,Papayas Producer Price Index (2014-2016 = 100)
7957,2805539,Safflower seed Producer Price Index (2014-2016 = 100)
7958,5445531,Strawberries Producer Price (SLC/tonne)
7959,5445532,Strawberries Producer Price (USD/tonne)
7960,5445539,Strawberries Producer Price Index (2014-2016 = 100)
7961,4235539,String beans Producer Price Index (2014-2016 = 100)
7962,1565531,Sugar cane Producer Price (SLC/tonne)
7963,1565532,Sugar cane Producer Price (USD/tonne)
7964,6675531,Tea Producer Price (SLC/tonne)
7965,6675532,Tea Producer Price (USD/tonne)
7966,6675539,Tea Producer Price Index (2014-2016 = 100)
7967,2755539,Tung nuts Producer Price Index (2014-2016 = 100)
7968,2225532,"Walnuts, with shell Producer Price (USD/tonne)"
7969,5505531,Currants Producer Price (SLC/tonne)
7970,5505532,Currants Producer Price (USD/tonne)
7971,5505539,Currants Producer Price Index (2014-2016 = 100)
7972,10915539,"Eggs, other bird, in shell Producer Price Index (2014-2016 = 100)"
7973,5415531,"Fruit, stone nes Producer Price (SLC/tonne)"
7974,5415532,"Fruit, stone nes Producer Price (USD/tonne)"
7975,4495531,Mushrooms and truffles Producer Price (SLC/tonne)
7976,4495532,Mushrooms and truffles Producer Price (USD/tonne)
7977,5475539,Raspberries Producer Price Index (2014-2016 = 100)
7978,2215532,"Almonds, with shell Producer Price (USD/tonne)"
7979,3675539,Asparagus Producer Price Index (2014-2016 = 100)
7980,5585531,Berries nes Producer Price (SLC/tonne)
7981,5585532,Berries nes Producer Price (USD/tonne)
7982,5585539,Berries nes Producer Price Index (2014-2016 = 100)
7983,1955531,"Cow peas, dry Producer Price (SLC/tonne)"
7984,1955532,"Cow peas, dry Producer Price (USD/tonne)"
7985,1955539,"Cow peas, dry Producer Price Index (2014-2016 = 100)"
7986,6035539,"Fruit, tropical fresh nes Producer Price Index (2014-2016 = 100)"
7987,6775531,Hops Producer Price (SLC/tonne)
7988,6775532,Hops Producer Price (USD/tonne)
7989,5925531,Kiwi fruit Producer Price (SLC/tonne)
7990,5925532,Kiwi fruit Producer Price (USD/tonne)
7991,5925539,Kiwi fruit Producer Price Index (2014-2016 = 100)
7992,2105531,Lupins Producer Price (SLC/tonne)
7993,2105532,Lupins Producer Price (USD/tonne)
7994,4465531,"Maize, green Producer Price (SLC/tonne)"
7995,4465532,"Maize, green Producer Price (USD/tonne)"
7996,4465539,"Maize, green Producer Price Index (2014-2016 = 100)"
7997,6005531,Papayas Producer Price (SLC/tonne)
7998,6005532,Papayas Producer Price (USD/tonne)
7999,5875531,Persimmons Producer Price (SLC/tonne)
8000,5875532,Persimmons Producer Price (USD/tonne)
8001,5875539,Persimmons Producer Price Index (2014-2016 = 100)
8002,2705531,Rapeseed Producer Price (SLC/tonne)
8003,2705532,Rapeseed Producer Price (USD/tonne)
8004,5475531,Raspberries Producer Price (SLC/tonne)
8005,5475532,Raspberries Producer Price (USD/tonne)
8006,2805531,Safflower seed Producer Price (SLC/tonne)
8007,2805532,Safflower seed Producer Price (USD/tonne)
8008,5305531,"Cherries, sour Producer Price (SLC/tonne)"
8009,5305532,"Cherries, sour Producer Price (USD/tonne)"
8010,5495531,Gooseberries Producer Price (SLC/tonne)
8011,5495532,Gooseberries Producer Price (USD/tonne)
8012,5495539,Gooseberries Producer Price Index (2014-2016 = 100)
8013,1035539,"Grain, mixed Producer Price Index (2014-2016 = 100)"
8014,10695530,"Meat, duck Producer Price (LCU/tonne)"
8015,10695531,"Meat, duck Producer Price (SLC/tonne)"
8016,10695532,"Meat, duck Producer Price (USD/tonne)"
8017,10735530,"Meat, goose and guinea fowl Producer Price (LCU/tonne)"
8018,10735531,"Meat, goose and guinea fowl Producer Price (SLC/tonne)"
8019,10735532,"Meat, goose and guinea fowl Producer Price (USD/tonne)"
8020,3395531,Oilseeds nes Producer Price (SLC/tonne)
8021,3395532,Oilseeds nes Producer Price (USD/tonne)
8022,2965531,Poppy seed Producer Price (SLC/tonne)
8023,2965532,Poppy seed Producer Price (USD/tonne)
8024,2965539,Poppy seed Producer Price Index (2014-2016 = 100)
8025,1575531,Sugar beet Producer Price (SLC/tonne)
8026,1575532,Sugar beet Producer Price (USD/tonne)
8027,3295531,Cottonseed Producer Price (SLC/tonne)
8028,3295532,Cottonseed Producer Price (USD/tonne)
8029,2255531,"Hazelnuts, with shell Producer Price (SLC/tonne)"
