,code,var_name
1581,25595072,Cottonseed Stock Variation
1582,25595154,Cottonseed Other uses (non-food)
1583,25625142,Palm kernels Food
1584,2562645,Palm kernels Food supply quantity (kg/capita/yr)
1585,2562664,Palm kernels Food supply (kcal/capita/day)
1586,2562684,Palm kernels Fat supply quantity (g/capita/day)
1587,2570664,"Oilcrops, Other Food supply (kcal/capita/day)"
1588,25715072,Soyabean Oil Stock Variation
1589,25725072,Groundnut Oil Stock Variation
1590,25745511,Rape and Mustard Oil Production
1591,25745154,Rape and Mustard Oil Other uses (non-food)
1592,2574674,Rape and Mustard Oil Protein supply quantity (g/capita/day)
1593,25755072,Cottonseed Oil Stock Variation
1594,25755911,Cottonseed Oil Export Quantity
1595,25785142,Coconut Oil Food
1596,2578645,Coconut Oil Food supply quantity (kg/capita/yr)
1597,2578664,Coconut Oil Food supply (kcal/capita/day)
1598,2578684,Coconut Oil Fat supply quantity (g/capita/day)
1599,25825072,Maize Germ Oil Stock Variation
1600,26015072,Tomatoes and products Stock Variation
1601,26025072,Onions Stock Variation
1602,26025123,Onions Losses
1603,26055131,"Vegetables, other Processing"
1604,26115072,"Oranges, Mandarines Stock Variation"
1605,26125123,"Lemons, Limes and products Losses"
1606,26135511,Grapefruit and products Production
1607,26135123,Grapefruit and products Losses
1608,2613684,Grapefruit and products Fat supply quantity (g/capita/day)
1609,26155511,Bananas Production
1610,26155123,Bananas Losses
1611,2616674,Plantains Protein supply quantity (g/capita/day)
1612,2616684,Plantains Fat supply quantity (g/capita/day)
1613,26185911,Pineapples and products Export Quantity
1614,26185123,Pineapples and products Losses
1615,2618674,Pineapples and products Protein supply quantity (g/capita/day)
1616,2618684,Pineapples and products Fat supply quantity (g/capita/day)
1617,26195072,Dates Stock Variation
1618,26195123,Dates Losses
1619,26255131,"Fruits, other Processing"
1620,29225072,Stimulants Stock Variation
1621,26305072,Coffee and products Stock Variation
1622,26355072,Tea (including mate) Stock Variation
1623,29235123,Spices Losses
1624,26415511,Pimento Production
1625,26415123,Pimento Losses
1626,26425611,Cloves Import Quantity
1627,26425301,Cloves Domestic supply quantity
1628,26425142,Cloves Food
1629,2642645,Cloves Food supply quantity (kg/capita/yr)
1630,2642664,Cloves Food supply (kcal/capita/day)
1631,2642674,Cloves Protein supply quantity (g/capita/day)
1632,2642684,Cloves Fat supply quantity (g/capita/day)
1633,29245131,Alcoholic Beverages Processing
1634,26555131,Wine Processing
1635,26555154,Wine Other uses (non-food)
1636,26575072,"Beverages, Fermented Stock Variation"
1637,26575911,"Beverages, Fermented Export Quantity"
1638,26585072,"Beverages, Alcoholic Stock Variation"
1639,26595911,"Alcohol, Non-Food Export Quantity"
1640,29435154,Meat Other uses (non-food)
1641,27335154,Pigmeat Other uses (non-food)
1642,27355072,"Meat, Other Stock Variation"
1643,29455154,Offals Other uses (non-food)
1644,27365154,"Offals, Edible Other uses (non-food)"
1645,27405072,"Butter, Ghee Stock Variation"
1646,27615072,Freshwater Fish Stock Variation
1647,29285911,Miscellaneous Export Quantity
1648,26805911,Infant food Export Quantity
1649,25175072,Millet and products Stock Variation
1650,25175911,Millet and products Export Quantity
1651,25175131,Millet and products Processing
1652,25325511,Cassava and products Production
1653,25325072,Cassava and products Stock Variation
1654,25325911,Cassava and products Export Quantity
1655,25325521,Cassava and products Feed
1656,25325123,Cassava and products Losses
1657,2532674,Cassava and products Protein supply quantity (g/capita/day)
1658,2532684,Cassava and products Fat supply quantity (g/capita/day)
1659,25335511,Sweet potatoes Production
1660,25335123,Sweet potatoes Losses
1661,29085527,Sugar Crops Seed
1662,25365527,Sugar cane Seed
1663,25365123,Sugar cane Losses
1664,25425131,Sugar (Raw Equivalent) Processing
1665,2555684,Soyabeans Fat supply quantity (g/capita/day)
1666,25565123,Groundnuts (Shelled Eq) Losses
1667,25625511,Palm kernels Production
1668,25625131,Palm kernels Processing
1669,25715154,Soyabean Oil Other uses (non-food)
1670,25765511,Palmkernel Oil Production
1671,25765911,Palmkernel Oil Export Quantity
1672,25765142,Palmkernel Oil Food
1673,2576645,Palmkernel Oil Food supply quantity (kg/capita/yr)
1674,2576664,Palmkernel Oil Food supply (kcal/capita/day)
1675,2576684,Palmkernel Oil Fat supply quantity (g/capita/day)
1676,25775511,Palm Oil Production
1677,26185511,Pineapples and products Production
1678,29225511,Stimulants Production
1679,29225154,Stimulants Other uses (non-food)
1680,26305511,Coffee and products Production
1681,26305154,Coffee and products Other uses (non-food)
1682,26335511,Cocoa Beans and products Production
1683,26335072,Cocoa Beans and products Stock Variation
1684,26335154,Cocoa Beans and products Other uses (non-food)
1685,29245123,Alcoholic Beverages Losses
1686,26575511,"Beverages, Fermented Production"
1687,26575123,"Beverages, Fermented Losses"
1688,2657674,"Beverages, Fermented Protein supply quantity (g/capita/day)"
1689,29465521,Animal fats Feed
1690,27815511,"Fish, Body Oil Production"
1691,27815072,"Fish, Body Oil Stock Variation"
1692,27815911,"Fish, Body Oil Export Quantity"
1693,27815521,"Fish, Body Oil Feed"
1694,27645521,"Marine Fish, Other Feed"
1695,25355511,Yams Production
1696,25355611,Yams Import Quantity
1697,25355301,Yams Domestic supply quantity
1698,25355123,Yams Losses
1699,25355142,Yams Food
1700,2535645,Yams Food supply quantity (kg/capita/yr)
1701,2535664,Yams Food supply (kcal/capita/day)
1702,2535674,Yams Protein supply quantity (g/capita/day)
1703,25345511,"Roots, Other Production"
1704,25345123,"Roots, Other Losses"
1705,29115154,Pulses Other uses (non-food)
1706,25465154,Beans Other uses (non-food)
1707,25475154,Peas Other uses (non-food)
1708,29125154,Treenuts Other uses (non-food)
1709,25515154,Nuts and products Other uses (non-food)
1710,25555154,Soyabeans Other uses (non-food)
1711,25565154,Groundnuts (Shelled Eq) Other uses (non-food)
1712,25575154,Sunflower seed Other uses (non-food)
1713,25575142,Sunflower seed Food
1714,2557645,Sunflower seed Food supply quantity (kg/capita/yr)
1715,2557664,Sunflower seed Food supply (kcal/capita/day)
1716,25605154,Coconuts - Incl Copra Other uses (non-food)
1717,25635154,Olives (including preserved) Other uses (non-food)
1718,25705142,"Oilcrops, Other Food"
1719,2570645,"Oilcrops, Other Food supply quantity (kg/capita/yr)"
1720,2570674,"Oilcrops, Other Protein supply quantity (g/capita/day)"
1721,2570684,"Oilcrops, Other Fat supply quantity (g/capita/day)"
1722,29185154,Vegetables Other uses (non-food)
1723,26025154,Onions Other uses (non-food)
1724,26055154,"Vegetables, other Other uses (non-food)"
1725,29195154,Fruits - Excluding Wine Other uses (non-food)
1726,26115154,"Oranges, Mandarines Other uses (non-food)"
1727,26125154,"Lemons, Limes and products Other uses (non-food)"
1728,26135154,Grapefruit and products Other uses (non-food)
1729,26145154,"Citrus, Other Other uses (non-food)"
1730,26175072,Apples and products Stock Variation
1731,26175154,Apples and products Other uses (non-food)
1732,26185154,Pineapples and products Other uses (non-food)
1733,26195154,Dates Other uses (non-food)
1734,26205154,Grapes and products (excl wine) Other uses (non-food)
1735,26255154,"Fruits, other Other uses (non-food)"
1736,26355154,Tea (including mate) Other uses (non-food)
1737,29235154,Spices Other uses (non-food)
1738,26405154,Pepper Other uses (non-food)
1739,26455154,"Spices, Other Other uses (non-food)"
1740,26565072,Beer Stock Variation
1741,26565154,Beer Other uses (non-food)
1742,27315154,Bovine Meat Other uses (non-food)
1743,27325154,Mutton & Goat Meat Other uses (non-food)
1744,27345072,Poultry Meat Stock Variation
1745,27345154,Poultry Meat Other uses (non-food)
1746,27405154,"Butter, Ghee Other uses (non-food)"
1747,27435154,Cream Other uses (non-food)
1748,29285072,Miscellaneous Stock Variation
1749,26805072,Infant food Stock Variation
1750,25155521,Rye and products Feed
1751,25185911,Sorghum and products Export Quantity
1752,25205527,"Cereals, Other Seed"
1753,25205123,"Cereals, Other Losses"
1754,29075131,Starchy Roots Processing
1755,25315131,Potatoes and products Processing
1756,25435511,"Sweeteners, Other Production"
1757,2543674,"Sweeteners, Other Protein supply quantity (g/capita/day)"
1758,27455072,Honey Stock Variation
1759,25555072,Soyabeans Stock Variation
1760,25575072,Sunflower seed Stock Variation
1761,25585072,Rape and Mustardseed Stock Variation
1762,2571674,Soyabean Oil Protein supply quantity (g/capita/day)
1763,25725154,Groundnut Oil Other uses (non-food)
1764,25785911,Coconut Oil Export Quantity
1765,25825511,Maize Germ Oil Production
1766,25865131,"Oilcrops Oil, Other Processing"
1767,26175131,Apples and products Processing
1768,26355511,Tea (including mate) Production
1769,26555123,Wine Losses
1770,2655674,Wine Protein supply quantity (g/capita/day)
1771,26595511,"Alcohol, Non-Food Production"
1772,26595072,"Alcohol, Non-Food Stock Variation"
1773,29435123,Meat Losses
1774,27315123,Bovine Meat Losses
1775,27355123,"Meat, Other Losses"
1776,27435511,Cream Production
1777,27435911,Cream Export Quantity
1778,27825511,"Fish, Liver Oil Production"
1779,27825911,"Fish, Liver Oil Export Quantity"
1780,29605527,"Fish, Seafood Seed"
1781,27615521,Freshwater Fish Feed
1782,27625072,Demersal Fish Stock Variation
1783,27625521,Demersal Fish Feed
1784,27625527,Demersal Fish Seed
1785,27635527,Pelagic Fish Seed
1786,27655072,Crustaceans Stock Variation
1787,25205154,"Cereals, Other Other uses (non-food)"
1788,25345521,"Roots, Other Feed"
1789,25475521,Peas Feed
1790,25575521,Sunflower seed Feed
1791,25585521,Rape and Mustardseed Feed
1792,29195521,Fruits - Excluding Wine Feed
1793,26175521,Apples and products Feed
1794,26185072,Pineapples and products Stock Variation
1795,29235521,Spices Feed
1796,26425521,Cloves Feed
1797,29455123,Offals Losses
1798,27365123,"Offals, Edible Losses"
1799,29465123,Animal fats Losses
1800,27375123,"Fats, Animals, Raw Losses"
1801,29495154,Eggs Other uses (non-food)
1802,27445154,Eggs Other uses (non-food)
1803,25185131,Sorghum and products Processing
1804,25335521,Sweet potatoes Feed
1805,25355154,Yams Other uses (non-food)
1806,25345154,"Roots, Other Other uses (non-food)"
1807,2534684,"Roots, Other Fat supply quantity (g/capita/day)"
1808,25365911,Sugar cane Export Quantity
1809,29095521,Sugar & Sweeteners Feed
1810,29095123,Sugar & Sweeteners Losses
1811,25425521,Sugar (Raw Equivalent) Feed
1812,25425123,Sugar (Raw Equivalent) Losses
1813,25585154,Rape and Mustardseed Other uses (non-food)
1814,25605131,Coconuts - Incl Copra Processing
1815,25785511,Coconut Oil Production
1816,25785072,Coconut Oil Stock Variation
1817,2578674,Coconut Oil Protein supply quantity (g/capita/day)
1818,26155072,Bananas Stock Variation
1819,29225131,Stimulants Processing
1820,26305131,Coffee and products Processing
1821,26425911,Cloves Export Quantity
1822,29435131,Meat Processing
1823,27315131,Bovine Meat Processing
1824,27355131,"Meat, Other Processing"
1825,29465131,Animal fats Processing
1826,27375131,"Fats, Animals, Raw Processing"
1827,27825072,"Fish, Liver Oil Stock Variation"
1828,29495072,Eggs Stock Variation
1829,27445072,Eggs Stock Variation
1830,27695911,"Aquatic Animals, Others Export Quantity"
1831,25155154,Rye and products Other uses (non-food)
1832,29085154,Sugar Crops Other uses (non-food)
1833,25365154,Sugar cane Other uses (non-food)
1834,2557674,Sunflower seed Protein supply quantity (g/capita/day)
1835,2557684,Sunflower seed Fat supply quantity (g/capita/day)
1836,25605123,Coconuts - Incl Copra Losses
1837,29145521,Vegetable Oils Feed
1838,29145123,Vegetable Oils Losses
1839,25715521,Soyabean Oil Feed
1840,25735123,Sunflowerseed Oil Losses
1841,2575674,Cottonseed Oil Protein supply quantity (g/capita/day)
1842,2582674,Maize Germ Oil Protein supply quantity (g/capita/day)
1843,26135131,Grapefruit and products Processing
1844,26165911,Plantains Export Quantity
1845,26335131,Cocoa Beans and products Processing
1846,29435521,Meat Feed
1847,27335131,Pigmeat Processing
1848,27345521,Poultry Meat Feed
1849,27345131,Poultry Meat Processing
1850,27435123,Cream Losses
1851,27655521,Crustaceans Feed
1852,25165154,Oats Other uses (non-food)
1853,25375154,Sugar beet Other uses (non-food)
1854,25595521,Cottonseed Feed
1855,25825154,Maize Germ Oil Other uses (non-food)
1856,26425154,Cloves Other uses (non-food)
1857,25605511,Coconuts - Incl Copra Production
1858,26015154,Tomatoes and products Other uses (non-food)
1859,26155154,Bananas Other uses (non-food)
1860,26165511,Plantains Production
1861,26165154,Plantains Other uses (non-food)
1862,26585154,"Beverages, Alcoholic Other uses (non-food)"
1863,27325072,Mutton & Goat Meat Stock Variation
1864,29085142,Sugar Crops Food
1865,2908645,Sugar Crops Food supply quantity (kg/capita/yr)
1866,2908664,Sugar Crops Food supply (kcal/capita/day)
1867,2908674,Sugar Crops Protein supply quantity (g/capita/day)
1868,2908684,Sugar Crops Fat supply quantity (g/capita/day)
1869,25365072,Sugar cane Stock Variation
1870,25365142,Sugar cane Food
1871,2536645,Sugar cane Food supply quantity (kg/capita/yr)
1872,2536664,Sugar cane Food supply (kcal/capita/day)
1873,2536674,Sugar cane Protein supply quantity (g/capita/day)
1874,2536684,Sugar cane Fat supply quantity (g/capita/day)
1875,25415511,Sugar non-centrifugal Production
1876,25415301,Sugar non-centrifugal Domestic supply quantity
1877,25415142,Sugar non-centrifugal Food
1878,2541645,Sugar non-centrifugal Food supply quantity (kg/capita/yr)
1879,2541664,Sugar non-centrifugal Food supply (kcal/capita/day)
1880,2541674,Sugar non-centrifugal Protein supply quantity (g/capita/day)
1881,25815511,Ricebran Oil Production
1882,25815301,Ricebran Oil Domestic supply quantity
1883,25815142,Ricebran Oil Food
1884,2581645,Ricebran Oil Food supply quantity (kg/capita/yr)
1885,2581664,Ricebran Oil Food supply (kcal/capita/day)
1886,2581684,Ricebran Oil Fat supply quantity (g/capita/day)
1887,29225123,Stimulants Losses
1888,26355123,Tea (including mate) Losses
1889,25355072,Yams Stock Variation
1890,25355911,Yams Export Quantity
1891,2535684,Yams Fat supply quantity (g/capita/day)
1892,25155131,Rye and products Processing
1893,25615521,Sesame seed Feed
1894,27325123,Mutton & Goat Meat Losses
1895,27335123,Pigmeat Losses
1896,27355154,"Meat, Other Other uses (non-food)"
1897,2572674,Groundnut Oil Protein supply quantity (g/capita/day)
1898,2576674,Palmkernel Oil Protein supply quantity (g/capita/day)
1899,2579674,Sesameseed Oil Protein supply quantity (g/capita/day)
1900,26165072,Plantains Stock Variation
1901,26255521,"Fruits, other Feed"
1902,26425072,Cloves Stock Variation
1903,27375521,"Fats, Animals, Raw Feed"
1904,25625072,Palm kernels Stock Variation
1905,25715131,Soyabean Oil Processing
1906,25725521,Groundnut Oil Feed
1907,25725131,Groundnut Oil Processing
1908,25735521,Sunflowerseed Oil Feed
1909,25735131,Sunflowerseed Oil Processing
1910,25745521,Rape and Mustard Oil Feed
1911,25745131,Rape and Mustard Oil Processing
1912,25755521,Cottonseed Oil Feed
1913,25755131,Cottonseed Oil Processing
1914,25765521,Palmkernel Oil Feed
1915,25765131,Palmkernel Oil Processing
1916,25775521,Palm Oil Feed
1917,25785521,Coconut Oil Feed
1918,25785131,Coconut Oil Processing
1919,25795521,Sesameseed Oil Feed
1920,25795131,Sesameseed Oil Processing
1921,25865521,"Oilcrops Oil, Other Feed"
1922,26025131,Onions Processing
1923,27695072,"Aquatic Animals, Others Stock Variation"
1924,25335527,Sweet potatoes Seed
1925,25355527,Yams Seed
1926,26165521,Plantains Feed
1927,26165123,Plantains Losses
1928,25355521,Yams Feed
1929,25345527,"Roots, Other Seed"
1930,26405511,Pepper Production
1931,29285154,Miscellaneous Other uses (non-food)
1932,26805154,Infant food Other uses (non-food)
1933,25185154,Sorghum and products Other uses (non-food)
1934,26155521,Bananas Feed
1935,26305123,Coffee and products Losses
1936,25435521,"Sweeteners, Other Feed"
1937,25325131,Cassava and products Processing
1938,2909684,Sugar & Sweeteners Fat supply quantity (g/capita/day)
1939,2541684,Sugar non-centrifugal Fat supply quantity (g/capita/day)
1940,25625123,Palm kernels Losses
1941,25815611,Ricebran Oil Import Quantity
1942,25815911,Ricebran Oil Export Quantity
1943,29185527,Vegetables Seed
1944,26055527,"Vegetables, other Seed"
1945,26185131,Pineapples and products Processing
1946,26335123,Cocoa Beans and products Losses
1947,26405123,Pepper Losses
1948,27405521,"Butter, Ghee Feed"
1949,27825521,"Fish, Liver Oil Feed"
1950,29495131,Eggs Processing
1951,27445131,Eggs Processing
1952,2658674,"Beverages, Alcoholic Protein supply quantity (g/capita/day)"
1953,25165131,Oats Processing
1954,29125131,Treenuts Processing
1955,25515131,Nuts and products Processing
1956,26455123,"Spices, Other Losses"
1957,25495154,"Pulses, Other and products Other uses (non-food)"
1958,25605521,Coconuts - Incl Copra Feed
1959,25815154,Ricebran Oil Other uses (non-food)
1960,2562674,Palm kernels Protein supply quantity (g/capita/day)
1961,25775123,Palm Oil Losses
1962,26125072,"Lemons, Limes and products Stock Variation"
1963,26165131,Plantains Processing
1964,26575154,"Beverages, Fermented Other uses (non-food)"
1965,29455521,Offals Feed
1966,27365521,"Offals, Edible Feed"
1967,25205131,"Cereals, Other Processing"
1968,29115131,Pulses Processing
1969,25475131,Peas Processing
1970,2580674,Olive Oil Protein supply quantity (g/capita/day)
1971,27325521,Mutton & Goat Meat Feed
1972,27355521,"Meat, Other Feed"
1973,27615527,Freshwater Fish Seed
1974,27645527,"Marine Fish, Other Seed"
1975,27655527,Crustaceans Seed
1976,27665521,Cephalopods Feed
1977,27665527,Cephalopods Seed
1978,27675527,"Molluscs, Other Seed"
1979,27685511,"Meat, Aquatic Mammals Production"
1980,27685911,"Meat, Aquatic Mammals Export Quantity"
1981,27685301,"Meat, Aquatic Mammals Domestic supply quantity"
1982,27685154,"Meat, Aquatic Mammals Other uses (non-food)"
1983,27685142,"Meat, Aquatic Mammals Food"
1984,2768645,"Meat, Aquatic Mammals Food supply quantity (kg/capita/yr)"
1985,2768664,"Meat, Aquatic Mammals Food supply (kcal/capita/day)"
1986,2768674,"Meat, Aquatic Mammals Protein supply quantity (g/capita/day)"
1987,2768684,"Meat, Aquatic Mammals Fat supply quantity (g/capita/day)"
1988,25335154,Sweet potatoes Other uses (non-food)
1989,25435123,"Sweeteners, Other Losses"
1990,2543684,"Sweeteners, Other Fat supply quantity (g/capita/day)"
1991,27455154,Honey Other uses (non-food)
1992,25625521,Palm kernels Feed
1993,26115131,"Oranges, Mandarines Processing"
1994,26125131,"Lemons, Limes and products Processing"
1995,26145131,"Citrus, Other Processing"
1996,26425511,Cloves Production
1997,29285123,Miscellaneous Losses
1998,26805123,Infant food Losses
1999,25375142,Sugar beet Food
2000,2537645,Sugar beet Food supply quantity (kg/capita/yr)
2001,2537664,Sugar beet Food supply (kcal/capita/day)
2002,2537674,Sugar beet Protein supply quantity (g/capita/day)
2003,2537684,Sugar beet Fat supply quantity (g/capita/day)
2004,25415072,Sugar non-centrifugal Stock Variation
2005,25415521,Sugar non-centrifugal Feed
2006,25415123,Sugar non-centrifugal Losses
2007,25415131,Sugar non-centrifugal Processing
2008,26415154,Pimento Other uses (non-food)
2009,27435072,Cream Stock Variation
2010,25415611,Sugar non-centrifugal Import Quantity
2011,25805521,Olive Oil Feed
2012,26195131,Dates Processing
2013,27345123,Poultry Meat Losses
2014,27435131,Cream Processing
2015,25825131,Maize Germ Oil Processing
2016,29095527,Sugar & Sweeteners Seed
2017,25435527,"Sweeteners, Other Seed"
2018,25325527,Cassava and products Seed
2019,25345131,"Roots, Other Processing"
2020,25565521,Groundnuts (Shelled Eq) Feed
2021,26565123,Beer Losses
2022,29225521,Stimulants Feed
2023,26335521,Cocoa Beans and products Feed
2024,27315521,Bovine Meat Feed
2025,25415911,Sugar non-centrifugal Export Quantity
2026,27405123,"Butter, Ghee Losses"
2027,25175154,Millet and products Other uses (non-food)
2028,26015521,Tomatoes and products Feed
2029,26025521,Onions Feed
2030,29495521,Eggs Feed
2031,27445521,Eggs Feed
2032,26355521,Tea (including mate) Feed
2033,25415154,Sugar non-centrifugal Other uses (non-food)
2034,25815072,Ricebran Oil Stock Variation
2035,26425123,Cloves Losses
2036,26195521,Dates Feed
2037,25335131,Sweet potatoes Processing
2038,25595142,Cottonseed Food
2039,2559645,Cottonseed Food supply quantity (kg/capita/yr)
2040,2559664,Cottonseed Food supply (kcal/capita/day)
2041,2559674,Cottonseed Protein supply quantity (g/capita/day)
2042,2559684,Cottonseed Fat supply quantity (g/capita/day)
2043,26115521,"Oranges, Mandarines Feed"
2044,26135521,Grapefruit and products Feed
2045,25715123,Soyabean Oil Losses
2046,25725123,Groundnut Oil Losses
2047,25755123,Cottonseed Oil Losses
2048,25795123,Sesameseed Oil Losses
2049,2581674,Ricebran Oil Protein supply quantity (g/capita/day)
2050,25825123,Maize Germ Oil Losses
2051,25865123,"Oilcrops Oil, Other Losses"
2052,27675521,"Molluscs, Other Feed"
2053,29615521,"Aquatic Products, Other Feed"
2054,27755521,Aquatic Plants Feed
2055,25765123,Palmkernel Oil Losses
2056,26205521,Grapes and products (excl wine) Feed
2057,25495131,"Pulses, Other and products Processing"
2058,25605527,Coconuts - Incl Copra Seed
2059,2924684,Alcoholic Beverages Fat supply quantity (g/capita/day)
2060,2657684,"Beverages, Fermented Fat supply quantity (g/capita/day)"
2061,27455131,Honey Processing
2062,29615072,"Aquatic Products, Other Stock Variation"
2063,27695527,"Aquatic Animals, Others Seed"
2064,27755072,Aquatic Plants Stock Variation
2065,26595123,"Alcohol, Non-Food Losses"
2066,29125527,Treenuts Seed
2067,25515527,Nuts and products Seed
2068,26025527,Onions Seed
2069,27455521,Honey Feed
2070,25745123,Rape and Mustard Oil Losses
2071,25785123,Coconut Oil Losses
2072,29285511,Miscellaneous Production
2073,26805511,Infant food Production
2074,2215312,"Almonds, with shell Area harvested"
2075,2215419,"Almonds, with shell Yield"
2076,2215510,"Almonds, with shell Production"
2077,7115312,"Anise, badian, fennel, coriander Area harvested"
2078,7115419,"Anise, badian, fennel, coriander Yield"
2079,7115510,"Anise, badian, fennel, coriander Production"
2080,5155312,Apples Area harvested
2081,5155419,Apples Yield
2082,5155510,Apples Production
2083,5265312,Apricots Area harvested
2084,5265419,Apricots Yield
2085,5265510,Apricots Production
2086,11075111,Asses Stocks
2087,445312,Barley Area harvested
2088,445419,Barley Yield
2089,445510,Barley Production
2090,5585312,Berries nes Area harvested
2091,5585419,Berries nes Yield
2092,5585510,Berries nes Production
2093,9835510,"Butter and ghee, sheep milk Production"
2094,8865510,"Butter, cow milk Production"
2095,11265111,Camels Stocks
2096,8665111,Cattle Stocks
2097,10215510,"Cheese, goat milk Production"
2098,9845510,"Cheese, sheep milk Production"
2099,10575112,Chickens Stocks
2100,7675510,Cotton lint Production
2101,3295510,Cottonseed Production
2102,10625410,"Eggs, hen, in shell Yield"
2103,10625413,"Eggs, hen, in shell Yield"
2104,10625510,"Eggs, hen, in shell Production"
2105,10625513,"Eggs, hen, in shell Production"
2106,10625313,"Eggs, hen, in shell Laying"
2107,11295510,"Fat, camels Production"
2108,11295320,"Fat, camels Producing Animals/Slaughtered"
2109,8695510,"Fat, cattle Production"
2110,8695320,"Fat, cattle Producing Animals/Slaughtered"
2111,10195510,"Fat, goats Production"
2112,10195320,"Fat, goats Producing Animals/Slaughtered"
2113,9795510,"Fat, sheep Production"
2114,9795320,"Fat, sheep Producing Animals/Slaughtered"
2115,5695312,Figs Area harvested
2116,5695419,Figs Yield
2117,5695510,Figs Production
2118,5125312,"Fruit, citrus nes Area harvested"
2119,5125419,"Fruit, citrus nes Yield"
2120,5125510,"Fruit, citrus nes Production"
2121,6195312,"Fruit, fresh nes Area harvested"
2122,6195419,"Fruit, fresh nes Yield"
2123,6195510,"Fruit, fresh nes Production"
2124,5415312,"Fruit, stone nes Area harvested"
2125,5415419,"Fruit, stone nes Yield"
2126,5415510,"Fruit, stone nes Production"
2127,10165111,Goats Stocks
2128,5605312,Grapes Area harvested
2129,5605419,Grapes Yield
2130,5605510,Grapes Production
2131,9195420,"Hides, cattle, fresh Yield"
2132,9195510,"Hides, cattle, fresh Production"
2133,9195320,"Hides, cattle, fresh Producing Animals/Slaughtered"
2134,11825510,"Honey, natural Production"
2135,10965111,Horses Stocks
2136,3335312,Linseed Area harvested
2137,3335419,Linseed Yield
2138,3335510,Linseed Production
2139,565312,Maize Area harvested
2140,565419,Maize Yield
2141,565510,Maize Production
2142,11275417,"Meat, camel Yield/Carcass Weight"
2143,11275510,"Meat, camel Production"
2144,11275320,"Meat, camel Producing Animals/Slaughtered"
2145,8675417,"Meat, cattle Yield/Carcass Weight"
2146,8675510,"Meat, cattle Production"
2147,8675320,"Meat, cattle Producing Animals/Slaughtered"
2148,10585424,"Meat, chicken Yield/Carcass Weight"
2149,10585510,"Meat, chicken Production"
2150,10585321,"Meat, chicken Producing Animals/Slaughtered"
2151,11635510,"Meat, game Production"
2152,10175417,"Meat, goat Yield/Carcass Weight"
2153,10175510,"Meat, goat Production"
2154,10175320,"Meat, goat Producing Animals/Slaughtered"
2155,9775417,"Meat, sheep Yield/Carcass Weight"
2156,9775510,"Meat, sheep Production"
2157,9775320,"Meat, sheep Producing Animals/Slaughtered"
2158,5685312,"Melons, other (inc.cantaloupes) Area harvested"
2159,5685419,"Melons, other (inc.cantaloupes) Yield"
2160,5685510,"Melons, other (inc.cantaloupes) Production"
2161,8885510,"Milk, skimmed cow Production"
2162,11305420,"Milk, whole fresh camel Yield"
2163,11305510,"Milk, whole fresh camel Production"
2164,11305318,"Milk, whole fresh camel Milk Animals"
2165,8825420,"Milk, whole fresh cow Yield"
2166,8825510,"Milk, whole fresh cow Production"
2167,8825318,"Milk, whole fresh cow Milk Animals"
2168,10205420,"Milk, whole fresh goat Yield"
2169,10205510,"Milk, whole fresh goat Production"
2170,10205318,"Milk, whole fresh goat Milk Animals"
2171,9825420,"Milk, whole fresh sheep Yield"
2172,9825510,"Milk, whole fresh sheep Production"
2173,9825318,"Milk, whole fresh sheep Milk Animals"
2174,795312,Millet Area harvested
2175,795419,Millet Yield
2176,795510,Millet Production
2177,1655510,Molasses Production
2178,11105111,Mules Stocks
2179,2345312,Nuts nes Area harvested
2180,2345419,Nuts nes Yield
2181,2345510,Nuts nes Production
2182,11285510,"Offals, edible, camels Production"
2183,11285320,"Offals, edible, camels Producing Animals/Slaughtered"
2184,8685510,"Offals, edible, cattle Production"
2185,8685320,"Offals, edible, cattle Producing Animals/Slaughtered"
2186,10185510,"Offals, edible, goats Production"
2187,10185320,"Offals, edible, goats Producing Animals/Slaughtered"
2188,9785510,"Offals, sheep,edible Production"
2189,9785320,"Offals, sheep,edible Producing Animals/Slaughtered"
2190,3315510,"Oil, cottonseed Production"
2191,3345510,"Oil, linseed Production"
2192,2615510,"Oil, olive, virgin Production"
2193,2905510,"Oil, sesame Production"
2194,2685510,"Oil, sunflower Production"
2195,2605312,Olives Area harvested
2196,2605419,Olives Yield
2197,2605510,Olives Production
2198,4035312,"Onions, dry Area harvested"
2199,4035419,"Onions, dry Yield"
2200,4035510,"Onions, dry Production"
2201,4905312,Oranges Area harvested
2202,4905419,Oranges Yield
2203,4905510,Oranges Production
2204,5345312,Peaches and nectarines Area harvested
2205,5345419,Peaches and nectarines Yield
2206,5345510,Peaches and nectarines Production
2207,5215312,Pears Area harvested
2208,5215419,Pears Yield
2209,5215510,Pears Production
2210,2235312,Pistachios Area harvested
2211,2235419,Pistachios Yield
2212,2235510,Pistachios Production
2213,5365312,Plums and sloes Area harvested
2214,5365419,Plums and sloes Yield
2215,5365510,Plums and sloes Production
2216,1165312,Potatoes Area harvested
2217,1165419,Potatoes Yield
2218,1165510,Potatoes Production
2219,2115312,Pulses nes Area harvested
2220,2115419,Pulses nes Yield
2221,2115510,Pulses nes Production
2222,275312,"Rice, paddy Area harvested"
2223,275419,"Rice, paddy Yield"
2224,275510,"Rice, paddy Production"
2225,305510,"Rice, paddy (rice milled equivalent) Production"
2226,3285312,Seed cotton Area harvested
2227,3285419,Seed cotton Yield
